iter	RMSE
321	1302.815081
322	1300.531784
323	1299.113222
324	1297.820158
325	1294.218919
326	1294.010738
327	1292.656361
328	1290.45686
329	1286.719541
330	1282.469647
331	1281.57657
332	1279.410487
333	1277.259694
334	1274.475997
335	1270.481879
336	1269.262355
337	1266.453485
338	1263.56342
339	1261.21211
340	1258.320757
341	1257.119862
342	1256.094428
343	1254.202202
344	1252.18236
345	1249.44004
346	1247.374478
347	1245.943164
348	1243.365921
349	1242.956796
350	1241.661892
351	1239.279973
352	1238.496264
353	1237.801818
354	1237.270064
355	1235.724108
356	1232.967885
357	1230.981503
358	1229.516086
359	1229.046584
360	1226.179785
361	1224.084547
362	1221.775406
363	1219.753663
364	1218.389369
365	1217.026322
366	1215.765435
367	1213.882573
368	1212.690303
369	1209.544168
370	1207.646906
371	1206.158006
372	1203.742458
373	1203.288385
374	1202.428646
375	1201.204237
376	1199.639055
377	1198.510249
378	1196.212422
379	1193.966599
380	1192.944625
381	1191.422555
382	1190.225806
383	1188.729713
384	1187.580665
385	1185.730853
386	1184.774698
387	1182.06437
388	1181.914787
389	1179.42222
390	1178.278974
391	1176.920867
392	1174.776776
393	1172.951859
394	1171.727652
395	1171.372834
396	1171.114878
397	1170.316748
398	1169.11113
399	1166.134487
400	1163.923116
401	1162.678894
402	1161.020638
403	1159.252582
404	1158.683929
405	1157.875034
406	1156.87201
407	1155.319569
408	1153.951303
409	1152.745936
410	1151.70446
411	1149.300678
412	1147.61983
413	1145.464472
414	1144.181617
415	1143.682064
416	1141.694514
417	1140.151896
418	1139.385886
419	1137.945493
420	1136.123036
421	1134.711915
422	1133.73819
423	1131.549703
424	1129.388887
425	1128.330588
426	1126.780376
427	1125.402834
428	1124.378961
429	1124.031791
430	1123.447819
431	1123.033517
432	1121.605616
433	1119.735565
434	1117.289705
435	1115.47078
436	1114.237172
437	1113.952744
438	1113.852955
439	1113.486139
440	1113.060778
441	1111.943553
442	1110.98099
443	1109.378483
444	1107.56289
445	1105.810623
446	1104.867585
447	1103.224483
448	1101.759099
449	1100.75736
450	1100.041225
451	1098.955929
452	1098.281053
453	1096.278675
454	1094.743289
455	1092.596341
456	1091.783058
457	1090.911656
458	1089.240948
459	1089.14733
460	1086.318385
461	1085.008222
462	1083.489182
463	1082.082677
464	1080.639631
465	1079.350045
466	1077.568352
467	1076.432999
468	1075.398949
469	1074.890936
470	1073.701544
471	1071.262957
472	1070.291124
473	1069.259836
474	1067.025199
475	1064.289727
476	1063.051477
477	1060.609879
478	1059.961187
479	1058.373257
480	1058.21185
481	1056.388752
482	1054.691428
483	1053.653554
484	1052.67678
485	1051.408961
486	1050.315208
487	1048.133613
488	1047.31229
489	1045.907899
490	1044.449462
491	1042.713466
492	1042.239167
493	1041.660433
494	1041.461464
495	1040.749892
496	1040.185951
497	1038.839859
498	1037.368674
499	1035.668714
500	1033.571825
501	1031.943343
502	1030.399718
503	1028.65105
504	1027.459185
505	1026.73442
506	1025.211975
507	1025.066637
508	1023.578968
509	1022.16158
510	1021.292739
511	1019.103357
512	1017.329609
513	1016.857803
514	1016.359282
515	1015.647536
516	1014.564232
517	1013.051924
518	1012.925845
519	1012.211028
520	1011.488463
521	1010.266757
522	1010.222307
523	1008.125704
524	1007.228715
525	1005.845962
526	1004.864411
527	1003.10646
528	1000.930941
529	999.7199371
530	998.5385514
531	997.601646
532	995.2351197
533	993.0885867
534	993.0114967
535	991.6817099
536	990.4722146
537	990.0774874
538	988.7278453
539	987.7699837
540	985.958753
541	984.3759589
542	982.9517473
543	980.0438631
544	977.9151447
545	976.7887943
546	975.8575975
547	974.8553356
548	972.6495386
549	971.437601
550	969.9581884
551	969.1081719
552	968.2645415
553	966.9151204
554	965.5446017
555	963.5729086
556	961.948536
557	961.8341651
558	960.4050179
559	959.2119443
560	956.6899056
561	955.5395432
562	955.2075012
563	955.1104172
564	953.8509533
565	952.7285387
566	952.0650813
567	951.3304299
568	950.9297315
569	949.7760573
570	948.1393087
571	946.4284937
572	944.8824485
573	943.1199548
574	941.9691377
575	940.5381008
576	939.2031094
577	937.5743386
578	937.4209974
579	936.4284004
580	933.9167063
581	932.1522387
582	930.2623341
583	929.0451064
584	927.9167214
585	927.3508539
586	927.2824044
587	926.6104227
588	926.2532022
589	924.5740592
590	923.8918727
591	922.8693688
592	921.9915337
593	920.8767615
594	920.7758562
595	920.3677276
596	919.4997629
597	918.7489465
598	917.741788
599	916.6058111
600	916.4955148
601	915.3267455
602	914.7845138
603	913.5653238
604	912.0010884
605	911.7949315
606	910.8514669
607	909.7948531
608	909.6972259
609	909.2379756
610	909.1620139
611	908.0212479
612	907.0182661
613	905.8545178
614	903.9961373
615	903.5386666
616	902.6270615
617	901.705618
618	900.5576004
619	900.4205045
620	899.2036018
621	898.1974757
622	897.4151123
623	896.9363789
624	896.8753501
625	894.9103465
626	894.2486874
627	891.6689126
628	889.855875
629	888.6620564
630	887.2727872
631	886.8462367
632	886.7853678
633	885.8955339
634	884.6051476
635	883.2870966
636	882.7572042
637	881.7074042
638	880.1031843
639	878.0996954
640	877.7224282
641	877.4416603
642	877.0329146
643	875.9368961
644	874.9250967
645	873.6387249
646	872.775134
647	871.6750651
648	870.2065723
649	868.5846315
650	867.0404912
651	866.9701971
652	865.5054142
653	865.4637973
654	864.1639955
655	863.3282079
656	862.4533318
657	861.0505008
658	860.8362285
659	860.6710398
660	860.0914972
661	858.0853934
662	856.707873
663	855.0564772
664	854.9487156
665	854.3325263
666	854.0068069
667	853.2642401
668	852.5778341
669	852.1933742
670	851.6876355
671	850.4396312
672	850.264783
673	848.7898009
674	848.7296279
675	847.6082905
676	845.7943917
677	845.6796266
678	845.0175172
679	843.9220284
680	843.8753248
681	842.8211137
682	842.1924303
683	841.0031466
684	840.389446
685	839.9957604
686	838.9971777
687	838.2995055
688	837.6689594
689	837.2535308
690	836.9029902
691	836.4997703
692	835.6564562
693	834.1338267
694	833.1663069
695	832.4220878
696	830.8046756
697	830.4197831
698	829.2647862
699	828.1699072
700	828.1086462
701	827.7950294
702	827.05567
703	825.9952027
704	824.8306474
705	824.5497817
706	823.3810976
707	822.0949661
708	821.3473317
709	820.7274811
710	820.127127
711	818.9051701
712	818.2956151
713	816.7503606
714	815.9830911
715	815.0135603
716	813.7863229
717	813.1751589
718	812.2643544
719	811.7646263
720	810.774016
721	810.5972955
722	809.354528
723	808.5726475
724	807.9905137
725	807.1828345
726	806.1447305
727	805.9116281
728	804.8588263
729	804.6686738
730	804.509306
731	804.0894112
732	802.6776917
733	802.4346338
734	801.6083567
735	800.6505951
736	799.2032443
737	798.1755328
738	797.9226076
739	797.2942068
740	796.5315827
741	796.4417533
742	796.1687462
743	795.6996294
744	794.9900865
745	793.9274551
746	793.1444836
747	792.2377753
748	791.7774666
749	791.6982275
750	790.9282921
751	790.0604243
752	789.8923329
753	789.3457322
754	788.4701437
755	786.9725423
756	785.6995059
757	785.6422477
758	785.0845264
759	784.9587504
760	783.7439026
761	782.8606227
762	782.213322
763	781.1084604
764	780.8781212
765	780.8186062
766	779.506824
767	778.6279628
768	778.1963074
769	777.2477534
770	776.4710597
771	775.7652006
772	775.2736569
773	774.4099156
774	772.8588608
775	772.1092901
776	771.6861783
777	771.0377302
778	771.0112255
779	770.8572115
780	769.6338438
781	768.8442349
782	768.0720389
783	767.1242484
784	766.8302761
785	765.9972967
786	765.1968146
787	764.8904399
788	764.8357489
789	764.0280422
790	763.3551531
791	763.0898081
792	761.9940227
793	761.0717238
794	760.2996472
795	759.5635529
796	758.3270561
797	757.8515167
798	756.646241
799	755.8670143
800	754.7655908
801	754.3666779
802	753.3649603
803	753.3146572
804	752.9578018
805	751.6047905
806	751.5241326
807	750.4128732
808	749.9334002
809	749.3590396
810	748.775883
811	747.6508119
812	746.5280026
813	746.4588546
814	745.933186
815	745.6764917
816	744.8700306
817	744.4576588
818	743.5927888
819	742.5601366
820	741.9976929
821	741.28963
822	740.5314536
823	740.0188604
824	739.5955267
825	738.8416925
826	738.4253674
827	737.5523095
828	736.4939627
829	735.5333055
830	735.4499228
831	734.7315992
832	734.3196893
833	733.8210711
834	732.6458171
835	731.8605444
836	731.7941364
837	730.8609249
838	730.5397557
839	729.4297461
840	729.1033161
841	728.3405638
842	728.3133296
843	728.2271355
844	726.7300188
845	726.5140461
846	726.0160711
847	725.1382958
848	724.5715913
849	724.1403403
850	724.0842453
851	723.2751635
852	722.5278867
853	721.8937089
854	720.8625371
855	720.5580791
856	719.7698075
857	719.6069668
858	718.9524114
859	718.914452
860	718.1010414
861	718.0538211
862	717.4538037
863	716.7238704
864	715.4054486
865	715.0362761
866	714.7251577
867	713.8144451
868	712.7122136
869	712.2536394
870	711.9760284
871	711.5480912
872	710.8901645
873	710.2595153
874	709.6438063
875	708.5434405
876	708.2382651
877	706.989466
878	705.9560132
879	705.1071122
880	704.1344442
881	704.0880559
882	703.5168922
883	702.7625475
884	702.3069227
885	701.5173078
886	701.1261174
887	700.0759784
888	699.8555508
889	699.3100525
890	698.1613595
891	697.2607298
892	696.3606795
893	696.3199398
894	695.4264531
895	695.3282063
896	694.6612083
897	693.5653146
898	692.9112486
899	692.8437525
900	692.3885812
901	691.9071576
902	691.176015
903	691.0592874
904	690.4211456
905	690.1017717
906	688.9616195
907	688.3946662
908	687.5708532
909	687.5248962
910	686.8134138
911	685.2457372
912	684.4865545
913	683.7168669
914	682.6868169
915	681.8215548
916	681.2388926
917	681.1905547
918	681.152724
919	680.8636113
920	680.1429067
921	679.652361
922	679.6112389
923	678.9061917
924	678.8421057
925	677.5243712
926	676.9031527
927	676.4517114
928	675.9865087
929	675.1672961
930	674.6621066
931	674.6010353
932	674.5417516
933	673.8603595
934	673.6533164
935	672.5268674
936	671.9266781
937	671.4373118
938	670.5240663
939	669.4054934
940	668.9827861
941	668.1505558
942	667.0197427
943	666.2321326
944	666.2100397
945	665.6188434
946	665.3026698
947	664.6512624
948	663.4196714
949	662.4082898
950	661.0256695
951	660.207028
952	659.8753122
953	659.3933636
954	658.1187527
955	657.2463759
956	656.780051
957	655.8678148
958	655.3151216
959	654.2600431
960	653.9679563
961	653.1833776
962	652.7615293
963	652.4505998
964	651.8144433
965	651.0929076
966	650.6928168
967	650.6513213
968	649.7979766
969	649.3472675
970	648.9879333
971	647.7029461
972	647.2355077
973	646.9105584
974	646.8730942
975	646.6688139
976	646.0478586
977	645.3619185
978	644.8387468
979	644.4398805
980	643.5463403
981	642.998256
982	642.7043595
983	642.1319169
984	641.9561034
985	641.0577021
986	640.2205809
987	639.5020841
988	639.3148737
989	638.4021434
990	637.4001165
991	636.7919307
992	636.2341213
993	636.1202418
994	635.893384
995	635.0459562
996	634.1823257
997	633.9565962
998	633.3320527
999	633.2976855
